Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
8635,0.83,0.39,0.91,0.97,0.00,0.87,0.47,0.56,0.94,0.75,0.91,0.73,0.95,0.74,0.49,0.75,0.72,0.07,0.78,0.84,0.84,0.27,0.98,0.31
8636,0.83,0.39,0.91,0.97,0.00,0.87,0.46,0.56,0.94,0.75,0.91,0.73,0.95,0.76,0.49,0.74,0.72,0.07,0.78,0.83,0.85,0.27,0.97,0.30
8637,0.83,0.39,0.91,0.97,0.00,0.87,0.46,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.48,0.74,0.72,0.07,0.78,0.81,0.84,0.27,0.98,0.28
8638,0.83,0.39,0.91,0.97,0.00,0.87,0.46,0.56,0.94,0.75,0.91,0.71,0.95,0.77,0.48,0.74,0.72,0.07,0.78,0.83,0.86,0.27,0.98,0.28
8639,0.83,0.39,0.92,0.96,0.00,0.87,0.46,0.56,0.94,0.75,0.91,0.72,0.95,0.77,0.48,0.75,0.73,0.07,0.78,0.84,0.84,0.26,0.98,0.28
8640,0.83,0.38,0.91,0.96,0.00,0.87,0.46,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.48,0.73,0.73,0.07,0.78,0.85,0.85,0.27,0.98,0.28
8641,0.83,0.38,0.91,0.96,0.00,0.87,0.46,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.48,0.72,0.73,0.07,0.79,0.84,0.84,0.27,0.97,0.28
8642,0.83,0.36,0.91,0.96,0.00,0.58,0.46,0.56,0.94,0.75,0.91,0.69,0.95,0.78,0.48,0.72,0.73,0.08,0.79,0.82,0.82,0.27,0.98,0.28
8643,0.83,0.36,0.91,0.96,0.00,0.58,0.46,0.56,0.94,0.75,0.91,0.69,0.95,0.77,0.48,0.72,0.73,0.08,0.79,0.82,0.84,0.28,0.98,0.26
8644,0.83,0.36,0.91,0.96,0.00,0.87,0.45,0.56,0.94,0.75,0.91,0.71,0.95,0.77,0.48,0.72,0.73,0.08,0.78,0.85,0.85,0.28,0.97,0.27
8645,0.83,0.36,0.91,0.96,0.00,0.86,0.45,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.48,0.72,0.73,0.08,0.78,0.84,0.85,0.26,0.97,0.28
8646,0.83,0.37,0.91,0.96,0.00,0.84,0.45,0.56,0.94,0.75,0.91,0.72,0.95,0.78,0.48,0.72,0.73,0.08,0.77,0.83,0.83,0.28,0.98,0.26
8647,0.82,0.37,0.91,0.96,0.00,0.81,0.46,0.55,0.94,0.75,0.91,0.71,0.95,0.78,0.48,0.71,0.73,0.08,0.75,0.83,0.84,0.28,0.98,0.26
8648,0.82,0.37,0.91,0.96,0.00,0.81,0.46,0.55,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.71,0.73,0.08,0.74,0.84,0.84,0.28,0.97,0.26
8649,0.82,0.37,0.91,0.96,0.00,0.81,0.46,0.55,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.71,0.73,0.08,0.73,0.83,0.82,0.28,0.98,0.25
8650,0.82,0.37,0.91,0.96,0.00,0.81,0.47,0.55,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.72,0.73,0.08,0.72,0.82,0.84,0.28,0.97,0.25
8651,0.82,0.38,0.91,0.96,0.00,0.81,0.47,0.55,0.94,0.75,0.91,0.71,0.95,0.77,0.47,0.73,0.72,0.08,0.70,0.83,0.84,0.27,0.97,0.26
8652,0.82,0.38,0.91,0.96,0.00,0.81,0.47,0.55,0.94,0.75,0.91,0.71,0.95,0.77,0.47,0.73,0.72,0.08,0.69,0.84,0.84,0.28,0.97,0.27
8653,0.81,0.38,0.91,0.96,0.00,0.81,0.47,0.55,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.73,0.72,0.08,0.67,0.84,0.84,0.26,0.97,0.27
8654,0.81,0.37,0.91,0.96,0.00,0.81,0.47,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.74,0.72,0.08,0.66,0.83,0.84,0.28,0.97,0.27
8655,0.81,0.33,0.91,0.96,0.00,0.81,0.48,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.74,0.72,0.08,0.64,0.82,0.84,0.30,0.98,0.29
8656,0.81,0.30,0.91,0.96,0.00,0.81,0.48,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.46,0.75,0.72,0.08,0.61,0.77,0.81,0.29,0.97,0.27
8657,0.81,0.29,0.91,0.96,0.00,0.81,0.48,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.46,0.76,0.72,0.08,0.60,0.78,0.81,0.28,0.97,0.27
8658,0.80,0.30,0.91,0.96,0.00,0.81,0.49,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.46,0.76,0.72,0.08,0.59,0.77,0.81,0.28,0.97,0.28
8659,0.80,0.30,0.91,0.96,0.00,0.81,0.49,0.56,0.94,0.75,0.91,0.71,0.95,0.77,0.47,0.77,0.72,0.08,0.58,0.75,0.80,0.28,0.97,0.29
8660,0.80,0.29,0.91,0.96,0.00,0.80,0.49,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.78,0.71,0.08,0.58,0.74,0.79,0.28,0.97,0.27
8661,0.80,0.29,0.91,0.96,0.00,0.79,0.49,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.48,0.79,0.71,0.08,0.59,0.77,0.81,0.29,0.97,0.27
8662,0.80,0.33,0.91,0.96,0.00,0.78,0.49,0.56,0.94,0.75,0.90,0.71,0.95,0.78,0.48,0.79,0.71,0.09,0.59,0.84,0.83,0.27,0.97,0.27
8663,0.81,0.37,0.92,0.96,0.00,0.79,0.49,0.56,0.94,0.75,0.90,0.71,0.95,0.72,0.48,0.79,0.71,0.09,0.60,0.85,0.83,0.27,0.97,0.27
8664,0.81,0.40,0.91,0.96,0.00,0.78,0.49,0.56,0.94,0.75,0.91,0.71,0.95,0.71,0.49,0.79,0.71,0.09,0.62,0.85,0.84,0.28,0.97,0.27
8665,0.81,0.39,0.91,0.96,0.00,0.80,0.49,0.56,0.94,0.75,0.91,0.71,0.96,0.71,0.49,0.78,0.71,0.09,0.64,0.84,0.84,0.28,0.98,0.28
8666,0.82,0.40,0.91,0.96,0.00,0.47,0.49,0.56,0.94,0.75,0.91,0.69,0.96,0.71,0.49,0.78,0.72,0.09,0.65,0.84,0.83,0.29,0.97,0.27
8667,0.82,0.40,0.91,0.96,0.00,0.77,0.49,0.56,0.94,0.75,0.91,0.70,0.96,0.71,0.49,0.77,0.72,0.09,0.67,0.84,0.83,0.28,0.97,0.27
8668,0.82,0.40,0.91,0.96,0.00,0.75,0.49,0.56,0.94,0.75,0.91,0.70,0.96,0.71,0.49,0.77,0.72,0.09,0.68,0.83,0.82,0.27,0.98,0.28
8669,0.82,0.40,0.91,0.97,0.00,0.32,0.49,0.56,0.94,0.75,0.91,0.66,0.96,0.71,0.49,0.77,0.72,0.09,0.69,0.81,0.81,0.28,0.98,0.27
8670,0.83,0.38,0.91,0.97,0.00,0.80,0.49,0.56,0.94,0.75,0.91,0.71,0.96,0.70,0.49,0.76,0.72,0.09,0.70,0.82,0.84,0.28,0.97,0.28
8671,0.83,0.36,0.91,0.97,0.00,0.76,0.48,0.57,0.94,0.75,0.91,0.70,0.96,0.72,0.49,0.75,0.72,0.09,0.71,0.83,0.83,0.28,0.97,0.27
8672,0.83,0.38,0.91,0.97,0.00,0.66,0.48,0.57,0.94,0.75,0.92,0.69,0.96,0.72,0.49,0.74,0.72,0.09,0.72,0.83,0.82,0.27,0.98,0.29
8673,0.83,0.40,0.93,0.97,0.00,0.81,0.48,0.57,0.94,0.76,0.92,0.71,0.96,0.73,0.49,0.75,0.73,0.09,0.73,0.83,0.85,0.28,0.98,0.26
8674,0.84,0.40,0.93,0.97,0.00,0.81,0.48,0.57,0.94,0.76,0.92,0.72,0.96,0.74,0.49,0.75,0.73,0.09,0.74,0.82,0.86,0.28,0.97,0.26
8675,0.84,0.40,0.93,0.97,0.00,0.88,0.48,0.57,0.94,0.76,0.92,0.72,0.96,0.74,0.49,0.76,0.73,0.09,0.75,0.82,0.86,0.28,0.97,0.29
8676,0.84,0.39,0.93,0.97,0.00,0.67,0.47,0.57,0.94,0.76,0.92,0.70,0.96,0.74,0.49,0.75,0.73,0.09,0.76,0.83,0.85,0.27,0.98,0.27
8677,0.83,0.37,0.93,0.97,0.00,1.00,0.46,0.57,0.94,0.76,0.92,0.73,0.96,0.73,0.49,0.74,0.73,0.09,0.77,0.83,0.85,0.27,0.98,0.26
8678,0.83,0.37,0.93,0.97,0.00,0.99,0.46,0.57,0.94,0.76,0.92,0.74,0.97,0.75,0.49,0.74,0.73,0.09,0.77,0.82,0.84,0.27,0.98,0.25
8679,0.83,0.37,0.93,0.97,0.00,0.98,0.45,0.56,0.94,0.76,0.92,0.73,0.97,0.75,0.49,0.73,0.73,0.09,0.77,0.82,0.86,0.27,0.98,0.25
8680,0.82,0.37,0.93,0.96,0.00,0.81,0.45,0.56,0.94,0.76,0.92,0.71,0.97,0.75,0.49,0.72,0.73,0.09,0.78,0.82,0.85,0.27,0.98,0.26
8681,0.82,0.37,0.93,0.96,0.00,0.98,0.44,0.56,0.94,0.76,0.92,0.73,0.97,0.73,0.49,0.72,0.73,0.09,0.78,0.83,0.86,0.27,0.97,0.27
8682,0.81,0.37,0.93,0.96,0.00,0.98,0.44,0.56,0.94,0.76,0.92,0.73,0.97,0.74,0.49,0.74,0.73,0.09,0.78,0.83,0.85,0.27,0.98,0.26
8683,0.81,0.37,0.93,0.96,0.00,0.98,0.45,0.56,0.94,0.76,0.92,0.73,0.97,0.74,0.49,0.75,0.73,0.09,0.78,0.84,0.85,0.27,0.98,0.25
8684,0.81,0.36,0.93,0.95,0.00,0.98,0.45,0.56,0.94,0.76,0.92,0.73,0.97,0.74,0.49,0.76,0.73,0.09,0.77,0.85,0.85,0.27,0.97,0.26
8685,0.81,0.36,0.93,0.95,0.00,0.97,0.46,0.56,0.94,0.76,0.92,0.73,0.97,0.74,0.49,0.76,0.73,0.09,0.77,0.86,0.85,0.27,0.98,0.26
8686,0.80,0.36,0.93,0.95,0.00,0.79,0.46,0.56,0.94,0.76,0.92,0.71,0.97,0.74,0.49,0.76,0.73,0.09,0.77,0.85,0.85,0.27,0.98,0.27
8687,0.80,0.35,0.93,0.94,0.00,0.27,0.47,0.55,0.94,0.76,0.92,0.67,0.98,0.74,0.49,0.75,0.73,0.09,0.76,0.84,0.80,0.28,0.97,0.27
8688,0.80,0.35,0.93,0.94,0.00,0.27,0.48,0.55,0.94,0.76,0.92,0.66,0.98,0.74,0.49,0.76,0.73,0.09,0.76,0.85,0.82,0.27,0.97,0.28
8689,0.80,0.34,0.93,0.94,0.00,0.27,0.48,0.55,0.94,0.76,0.92,0.67,0.98,0.74,0.49,0.76,0.73,0.09,0.76,0.86,0.83,0.27,0.97,0.27
8690,0.81,0.34,0.93,0.94,0.00,0.27,0.48,0.55,0.94,0.76,0.92,0.67,0.98,0.75,0.49,0.76,0.73,0.09,0.75,0.86,0.83,0.28,0.97,0.27
8691,0.84,0.39,0.93,0.95,0.00,0.69,0.51,0.55,0.94,0.76,0.92,0.71,0.97,0.74,0.48,0.78,0.73,0.09,0.62,0.85,0.83,0.29,0.97,0.26
8692,0.84,0.39,0.93,0.95,0.00,0.78,0.51,0.55,0.94,0.76,0.92,0.71,0.97,0.75,0.48,0.78,0.73,0.09,0.61,0.85,0.82,0.28,0.98,0.28
8693,0.84,0.39,0.93,0.95,0.00,0.92,0.51,0.55,0.94,0.76,0.92,0.73,0.97,0.75,0.48,0.77,0.73,0.09,0.61,0.84,0.82,0.28,0.98,0.28
8694,0.85,0.38,0.93,0.95,0.00,0.92,0.52,0.55,0.94,0.76,0.92,0.72,0.97,0.74,0.48,0.77,0.73,0.09,0.60,0.85,0.84,0.28,0.98,0.28
8695,0.83,0.37,0.93,0.96,0.00,0.83,0.50,0.55,0.94,0.76,0.92,0.72,0.97,0.75,0.49,0.77,0.72,0.08,0.74,0.85,0.83,0.28,0.98,0.26
8696,0.83,0.37,0.93,0.96,0.00,0.91,0.50,0.55,0.94,0.76,0.92,0.72,0.96,0.74,0.49,0.76,0.72,0.08,0.75,0.84,0.83,0.27,0.97,0.26
8697,0.83,0.37,0.93,0.96,0.00,0.85,0.49,0.55,0.94,0.76,0.92,0.72,0.96,0.74,0.49,0.76,0.72,0.08,0.75,0.82,0.84,0.28,0.97,0.25
8698,0.82,0.36,0.93,0.96,0.00,0.96,0.49,0.55,0.94,0.76,0.92,0.73,0.96,0.74,0.49,0.77,0.72,0.08,0.76,0.82,0.82,0.28,0.98,0.25
8699,0.81,0.36,0.93,0.97,0.00,0.95,0.48,0.55,0.94,0.76,0.92,0.73,0.96,0.74,0.49,0.75,0.72,0.08,0.77,0.82,0.85,0.28,0.97,0.25
8700,0.80,0.36,0.93,0.97,0.00,0.95,0.48,0.55,0.94,0.76,0.92,0.73,0.96,0.75,0.49,0.76,0.72,0.08,0.77,0.82,0.85,0.28,0.98,0.25
8701,0.80,0.37,0.93,0.97,0.00,0.95,0.47,0.55,0.94,0.76,0.92,0.73,0.96,0.74,0.49,0.77,0.72,0.08,0.77,0.83,0.85,0.27,0.98,0.26
8702,0.80,0.37,0.93,0.97,0.00,0.95,0.47,0.55,0.94,0.75,0.91,0.73,0.95,0.73,0.49,0.77,0.72,0.08,0.77,0.83,0.85,0.27,0.98,0.26
8703,0.79,0.36,0.93,0.97,0.00,0.89,0.47,0.55,0.94,0.76,0.91,0.73,0.95,0.75,0.49,0.75,0.73,0.08,0.77,0.82,0.84,0.26,0.98,0.24
8704,0.79,0.32,0.93,0.97,0.00,0.68,0.47,0.55,0.94,0.76,0.91,0.70,0.95,0.74,0.48,0.76,0.73,0.08,0.77,0.82,0.83,0.28,0.97,0.27
8705,0.78,0.38,0.93,0.97,0.00,0.67,0.47,0.55,0.94,0.76,0.91,0.70,0.95,0.74,0.48,0.77,0.73,0.08,0.77,0.82,0.84,0.27,0.98,0.27
8706,0.78,0.38,0.93,0.97,0.00,0.67,0.47,0.55,0.94,0.76,0.91,0.71,0.95,0.75,0.48,0.78,0.73,0.08,0.77,0.82,0.83,0.28,0.98,0.26
8707,0.77,0.38,0.93,0.97,0.00,0.84,0.47,0.55,0.94,0.76,0.91,0.72,0.95,0.74,0.47,0.78,0.73,0.08,0.76,0.82,0.84,0.28,0.98,0.26
8708,0.77,0.37,0.93,0.97,0.00,0.68,0.47,0.55,0.94,0.76,0.91,0.71,0.95,0.74,0.46,0.77,0.73,0.08,0.75,0.84,0.84,0.28,0.97,0.25
8709,0.77,0.36,0.93,0.97,0.00,0.67,0.47,0.55,0.94,0.76,0.91,0.70,0.95,0.74,0.47,0.77,0.73,0.09,0.74,0.83,0.84,0.28,0.97,0.28
8710,0.67,0.30,0.80,0.95,0.00,0.98,0.49,0.54,0.72,0.69,0.42,0.67,0.42,0.41,0.25,0.52,0.38,0.08,0.40,0.77,0.60,0.31,0.95,0.22
8711,0.66,0.29,0.80,0.95,0.00,0.96,0.49,0.54,0.72,0.69,0.42,0.67,0.42,0.40,0.25,0.53,0.31,0.07,0.40,0.77,0.61,0.31,0.95,0.22
8712,0.66,0.29,0.80,0.95,0.00,0.97,0.50,0.54,0.72,0.69,0.42,0.67,0.42,0.40,0.25,0.53,0.34,0.07,0.40,0.78,0.60,0.30,0.95,0.22
8713,0.67,0.29,0.80,0.95,0.00,0.97,0.50,0.54,0.74,0.69,0.45,0.67,0.52,0.40,0.29,0.53,0.42,0.07,0.40,0.78,0.60,0.30,0.94,0.23
8714,0.88,0.37,0.96,0.96,0.00,0.85,0.45,0.53,0.94,0.77,0.89,0.74,0.94,0.85,0.45,0.77,0.71,0.07,0.80,0.83,0.90,0.27,0.98,0.41
8715,0.88,0.37,0.96,0.96,0.00,0.82,0.45,0.53,0.94,0.77,0.90,0.75,0.94,0.86,0.46,0.77,0.72,0.07,0.79,0.84,0.91,0.27,0.98,0.38
8716,0.87,0.37,0.96,0.96,0.00,0.82,0.46,0.53,0.94,0.77,0.90,0.74,0.95,0.80,0.46,0.75,0.72,0.07,0.75,0.85,0.91,0.27,0.98,0.37
8717,0.87,0.37,0.96,0.96,0.00,0.81,0.47,0.54,0.94,0.77,0.91,0.75,0.95,0.81,0.46,0.75,0.72,0.07,0.73,0.86,0.90,0.26,0.98,0.32
8718,0.87,0.37,0.96,0.96,0.00,0.79,0.47,0.53,0.94,0.77,0.91,0.74,0.95,0.81,0.47,0.76,0.72,0.07,0.75,0.84,0.90,0.28,0.98,0.31
8719,0.86,0.39,0.96,0.96,0.00,0.29,0.50,0.53,0.94,0.77,0.92,0.71,0.95,0.82,0.47,0.76,0.73,0.07,0.70,0.84,0.87,0.29,0.98,0.28
8720,0.85,0.39,0.96,0.96,0.00,0.29,0.51,0.53,0.94,0.77,0.92,0.71,0.95,0.80,0.47,0.77,0.72,0.07,0.67,0.84,0.88,0.28,0.98,0.25
8721,0.85,0.37,0.96,0.96,0.00,0.29,0.52,0.53,0.94,0.77,0.92,0.71,0.95,0.80,0.47,0.77,0.72,0.07,0.65,0.82,0.87,0.28,0.98,0.27
8722,0.84,0.35,0.96,0.96,0.00,0.76,0.54,0.54,0.94,0.77,0.92,0.75,0.96,0.82,0.45,0.78,0.72,0.08,0.64,0.84,0.89,0.29,0.98,0.27
8723,0.84,0.34,0.96,0.95,0.00,0.79,0.53,0.54,0.94,0.77,0.92,0.76,0.96,0.81,0.47,0.77,0.72,0.08,0.65,0.83,0.88,0.30,0.98,0.26
8724,0.84,0.31,0.96,0.95,0.00,0.86,0.52,0.54,0.94,0.77,0.92,0.76,0.96,0.81,0.47,0.77,0.72,0.08,0.66,0.83,0.88,0.29,0.98,0.27
8725,0.84,0.36,0.96,0.95,0.00,0.79,0.52,0.54,0.94,0.77,0.92,0.76,0.96,0.82,0.47,0.77,0.72,0.08,0.66,0.86,0.89,0.28,0.98,0.24
8726,0.84,0.37,0.96,0.95,0.00,0.86,0.50,0.54,0.94,0.77,0.91,0.76,0.95,0.80,0.47,0.77,0.72,0.08,0.69,0.84,0.89,0.27,0.98,0.27
8727,0.84,0.37,0.96,0.95,0.00,0.86,0.49,0.54,0.94,0.77,0.91,0.77,0.95,0.82,0.47,0.77,0.72,0.08,0.71,0.84,0.88,0.26,0.98,0.24
8728,0.84,0.37,0.96,0.95,0.00,0.86,0.49,0.54,0.94,0.77,0.91,0.76,0.95,0.80,0.47,0.76,0.72,0.08,0.74,0.84,0.88,0.26,0.98,0.24
8729,0.84,0.37,0.96,0.95,0.00,0.86,0.48,0.54,0.93,0.77,0.91,0.76,0.95,0.81,0.47,0.76,0.72,0.08,0.79,0.83,0.89,0.28,0.98,0.25
8730,0.84,0.37,0.96,0.95,0.00,0.86,0.47,0.54,0.93,0.77,0.91,0.76,0.95,0.81,0.47,0.77,0.72,0.08,0.80,0.84,0.88,0.27,0.98,0.26
8731,0.84,0.37,0.96,0.95,0.00,0.86,0.46,0.54,0.93,0.77,0.91,0.76,0.95,0.81,0.47,0.78,0.72,0.08,0.82,0.85,0.86,0.27,0.98,0.28
8732,0.85,0.37,0.96,0.95,0.00,0.84,0.46,0.54,0.93,0.77,0.91,0.76,0.95,0.80,0.47,0.78,0.72,0.08,0.83,0.86,0.87,0.27,0.98,0.29
8733,0.85,0.37,0.96,0.95,0.00,0.86,0.44,0.55,0.93,0.77,0.91,0.76,0.94,0.82,0.47,0.77,0.72,0.08,0.84,0.85,0.88,0.27,0.98,0.28
8734,0.85,0.36,0.96,0.95,0.00,0.86,0.44,0.55,0.93,0.77,0.91,0.77,0.94,0.81,0.46,0.77,0.72,0.08,0.84,0.85,0.89,0.27,0.98,0.28
8735,0.85,0.36,0.96,0.95,0.00,0.86,0.44,0.55,0.93,0.77,0.91,0.76,0.94,0.81,0.46,0.77,0.72,0.08,0.84,0.84,0.88,0.26,0.98,0.27
8736,0.85,0.36,0.96,0.95,0.00,0.83,0.44,0.55,0.93,0.77,0.91,0.76,0.94,0.80,0.46,0.77,0.72,0.08,0.84,0.84,0.87,0.27,0.98,0.27
8737,0.84,0.36,0.96,0.95,0.00,0.52,0.44,0.55,0.92,0.77,0.91,0.73,0.94,0.81,0.45,0.76,0.72,0.08,0.84,0.86,0.86,0.29,0.97,0.22
8738,0.84,0.37,0.96,0.95,0.00,0.52,0.44,0.55,0.92,0.77,0.90,0.74,0.94,0.81,0.45,0.76,0.72,0.08,0.84,0.87,0.87,0.28,0.98,0.23
8739,0.84,0.37,0.96,0.96,0.00,0.52,0.44,0.55,0.92,0.77,0.90,0.73,0.94,0.82,0.44,0.78,0.72,0.08,0.84,0.86,0.88,0.27,0.98,0.22
8740,0.84,0.36,0.96,0.96,0.00,0.80,0.44,0.55,0.92,0.77,0.90,0.76,0.93,0.81,0.44,0.78,0.72,0.09,0.84,0.84,0.89,0.27,0.98,0.22
8741,0.84,0.36,0.96,0.96,0.00,0.80,0.44,0.55,0.92,0.77,0.90,0.76,0.93,0.80,0.46,0.77,0.72,0.09,0.84,0.85,0.87,0.28,0.98,0.21
8742,0.84,0.36,0.96,0.96,0.00,0.80,0.44,0.55,0.92,0.77,0.90,0.76,0.93,0.81,0.46,0.77,0.72,0.09,0.84,0.85,0.88,0.29,0.98,0.22
8743,0.84,0.36,0.96,0.96,0.00,0.80,0.44,0.55,0.92,0.77,0.90,0.76,0.93,0.81,0.46,0.76,0.72,0.09,0.84,0.84,0.88,0.28,0.98,0.19
8744,0.84,0.36,0.96,0.96,0.00,0.80,0.44,0.55,0.92,0.77,0.90,0.76,0.93,0.81,0.46,0.76,0.72,0.09,0.83,0.83,0.89,0.28,0.98,0.16
8745,0.84,0.36,0.96,0.96,0.00,0.80,0.44,0.55,0.92,0.77,0.91,0.76,0.93,0.80,0.46,0.77,0.72,0.09,0.83,0.82,0.89,0.27,0.98,0.18
8746,0.84,0.36,0.96,0.96,0.00,0.80,0.44,0.56,0.92,0.77,0.91,0.76,0.93,0.81,0.46,0.77,0.72,0.09,0.83,0.83,0.89,0.27,0.98,0.17
8747,0.66,0.33,0.81,0.94,0.00,0.80,0.43,0.55,0.92,0.71,0.91,0.69,0.95,0.46,0.53,0.49,0.83,0.08,0.69,0.76,0.64,0.29,0.95,0.22
8748,0.66,0.32,0.81,0.94,0.00,0.80,0.43,0.56,0.92,0.71,0.91,0.69,0.95,0.47,0.53,0.49,0.83,0.08,0.67,0.76,0.64,0.27,0.95,0.24
8749,0.66,0.32,0.81,0.94,0.00,0.80,0.42,0.56,0.92,0.71,0.91,0.68,0.95,0.48,0.53,0.49,0.83,0.08,0.65,0.76,0.64,0.27,0.95,0.24
8750,0.66,0.33,0.81,0.94,0.00,0.79,0.42,0.56,0.92,0.71,0.91,0.68,0.94,0.50,0.53,0.51,0.82,0.08,0.62,0.76,0.64,0.28,0.95,0.25
8751,0.66,0.33,0.81,0.94,0.00,0.79,0.42,0.56,0.92,0.71,0.91,0.68,0.94,0.50,0.53,0.50,0.82,0.08,0.62,0.76,0.64,0.28,0.95,0.27
8752,0.66,0.34,0.81,0.94,0.00,0.79,0.42,0.55,0.92,0.71,0.91,0.68,0.94,0.48,0.53,0.50,0.82,0.08,0.62,0.76,0.64,0.28,0.95,0.25
8753,0.66,0.35,0.81,0.95,0.00,0.52,0.42,0.55,0.92,0.71,0.90,0.65,0.94,0.48,0.53,0.49,0.82,0.09,0.62,0.76,0.63,0.29,0.95,0.25
8754,0.65,0.36,0.81,0.95,0.00,0.52,0.42,0.55,0.92,0.71,0.90,0.65,0.94,0.48,0.52,0.49,0.82,0.09,0.62,0.76,0.63,0.27,0.95,0.25
8755,0.65,0.36,0.81,0.95,0.00,0.52,0.42,0.55,0.92,0.71,0.90,0.65,0.94,0.48,0.52,0.49,0.82,0.09,0.62,0.76,0.65,0.27,0.95,0.25
8756,0.65,0.36,0.81,0.95,0.00,0.52,0.42,0.55,0.92,0.71,0.90,0.65,0.94,0.48,0.52,0.49,0.82,0.09,0.62,0.75,0.65,0.29,0.95,0.25
8757,0.65,0.35,0.81,0.95,0.00,0.52,0.42,0.55,0.92,0.71,0.90,0.65,0.94,0.48,0.52,0.49,0.82,0.09,0.62,0.75,0.64,0.29,0.95,0.24
8758,0.65,0.34,0.81,0.95,0.00,0.52,0.42,0.55,0.91,0.71,0.90,0.65,0.94,0.49,0.52,0.49,0.82,0.09,0.62,0.76,0.64,0.28,0.95,0.26
8759,0.65,0.34,0.81,0.95,0.00,0.52,0.42,0.55,0.91,0.71,0.89,0.65,0.93,0.49,0.52,0.49,0.82,0.09,0.62,0.76,0.64,0.27,0.95,0.25
8760,0.64,0.35,0.78,0.96,0.00,0.77,0.42,0.55,0.91,0.70,0.89,0.66,0.93,0.40,0.53,0.45,0.81,0.10,0.61,0.75,0.62,0.28,0.94,0.27
8761,0.64,0.34,0.78,0.96,0.00,0.77,0.42,0.55,0.91,0.70,0.88,0.66,0.92,0.41,0.53,0.44,0.81,0.11,0.61,0.75,0.61,0.28,0.94,0.26
8762,0.64,0.31,0.78,0.96,0.00,0.72,0.42,0.55,0.91,0.70,0.88,0.65,0.92,0.41,0.53,0.44,0.81,0.11,0.61,0.74,0.61,0.28,0.94,0.28
8763,0.64,0.32,0.78,0.97,0.00,0.70,0.41,0.55,0.91,0.70,0.88,0.65,0.92,0.42,0.53,0.43,0.81,0.11,0.61,0.74,0.61,0.28,0.94,0.27
8764,0.64,0.31,0.79,0.97,0.00,0.28,0.41,0.56,0.91,0.70,0.87,0.62,0.92,0.44,0.53,0.45,0.81,0.12,0.60,0.73,0.61,0.28,0.94,0.26
8765,0.64,0.31,0.80,0.97,0.00,0.28,0.41,0.56,0.91,0.70,0.86,0.62,0.91,0.44,0.53,0.45,0.81,0.13,0.60,0.73,0.61,0.28,0.95,0.28
8766,0.63,0.31,0.79,0.97,0.00,0.28,0.41,0.56,0.91,0.70,0.85,0.62,0.91,0.44,0.53,0.44,0.81,0.13,0.60,0.73,0.61,0.28,0.95,0.26
8767,0.63,0.31,0.78,0.97,0.00,0.28,0.41,0.56,0.91,0.70,0.84,0.62,0.91,0.41,0.52,0.42,0.81,0.13,0.59,0.73,0.58,0.27,0.95,0.26
8768,0.63,0.32,0.78,0.98,0.00,0.28,0.41,0.56,0.90,0.70,0.84,0.62,0.90,0.42,0.52,0.41,0.81,0.14,0.59,0.73,0.58,0.27,0.94,0.26
8769,0.63,0.32,0.78,0.98,0.00,0.28,0.41,0.56,0.90,0.70,0.84,0.62,0.89,0.42,0.52,0.39,0.81,0.14,0.59,0.72,0.58,0.27,0.95,0.27
8770,0.62,0.22,0.75,0.98,0.00,0.82,0.43,0.56,0.89,0.67,0.83,0.64,0.88,0.35,0.52,0.36,0.83,0.16,0.58,0.58,0.55,0.27,0.94,0.22
8771,0.62,0.15,0.75,0.98,0.00,0.82,0.43,0.56,0.89,0.68,0.83,0.64,0.87,0.35,0.52,0.36,0.83,0.15,0.58,0.50,0.53,0.29,0.94,0.24
8772,0.61,0.11,0.75,0.98,0.00,0.83,0.43,0.56,0.89,0.68,0.82,0.64,0.86,0.35,0.52,0.36,0.82,0.15,0.58,0.49,0.52,0.28,0.93,0.24
8773,0.61,0.09,0.75,0.98,0.00,0.82,0.43,0.56,0.89,0.68,0.82,0.64,0.85,0.36,0.52,0.36,0.81,0.15,0.58,0.49,0.50,0.27,0.94,0.25
8774,0.61,0.08,0.75,0.98,0.00,0.83,0.44,0.56,0.89,0.67,0.81,0.63,0.84,0.35,0.52,0.36,0.80,0.15,0.58,0.47,0.50,0.28,0.93,0.23
