Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
986,0.75,0.57,0.81,0.93,0.00,0.93,0.47,0.48,0.96,0.70,0.91,0.68,0.91,0.79,0.91,0.47,0.81,0.11,0.49,0.73,0.67,0.05,0.87,0.22
987,0.76,0.55,0.81,0.92,0.00,0.26,0.47,0.48,0.96,0.70,0.91,0.62,0.91,0.79,0.89,0.50,0.79,0.11,0.50,0.74,0.68,0.05,0.87,0.23
988,0.75,0.54,0.81,0.92,0.00,0.26,0.49,0.48,0.96,0.70,0.92,0.62,0.92,0.80,0.91,0.51,0.78,0.11,0.51,0.74,0.67,0.05,0.87,0.23
989,0.75,0.53,0.81,0.93,0.00,0.95,0.49,0.48,0.96,0.70,0.93,0.68,0.92,0.79,0.91,0.50,0.79,0.11,0.51,0.75,0.69,0.06,0.87,0.24
990,0.76,0.51,0.81,0.93,0.00,0.94,0.48,0.45,0.97,0.70,0.92,0.68,0.91,0.79,0.90,0.51,0.79,0.11,0.51,0.75,0.69,0.05,0.87,0.23
991,0.74,0.54,0.81,0.93,0.00,0.28,0.47,0.45,0.97,0.70,0.92,0.62,0.92,0.79,0.91,0.48,0.81,0.11,0.51,0.75,0.65,0.05,0.87,0.26
992,0.76,0.54,0.81,0.93,0.00,0.79,0.49,0.44,0.97,0.70,0.93,0.67,0.94,0.79,0.91,0.49,0.80,0.12,0.48,0.74,0.68,0.06,0.87,0.25
993,0.75,0.51,0.80,0.93,0.00,0.84,0.49,0.43,0.97,0.69,0.93,0.67,0.92,0.75,0.92,0.48,0.82,0.11,0.40,0.74,0.65,0.06,0.87,0.21
994,0.72,0.54,0.81,0.93,0.00,0.88,0.47,0.44,0.97,0.70,0.91,0.68,0.91,0.79,0.90,0.49,0.80,0.11,0.50,0.75,0.67,0.05,0.87,0.19
995,0.72,0.49,0.81,0.94,0.00,0.70,0.35,0.43,0.97,0.70,0.91,0.67,0.91,0.79,0.90,0.46,0.81,0.12,0.50,0.74,0.66,0.04,0.87,0.20
996,0.74,0.57,0.81,0.94,0.00,0.90,0.44,0.44,0.97,0.70,0.92,0.68,0.92,0.79,0.92,0.50,0.80,0.13,0.49,0.74,0.68,0.06,0.87,0.24
997,0.74,0.58,0.81,0.94,0.00,0.80,0.48,0.45,0.97,0.70,0.93,0.67,0.94,0.79,0.93,0.56,0.79,0.13,0.45,0.75,0.68,0.08,0.87,0.24
998,0.72,0.51,0.81,0.94,0.00,0.75,0.50,0.45,0.97,0.66,0.95,0.63,0.95,0.68,0.96,0.57,0.79,0.12,0.34,0.74,0.68,0.06,0.87,0.26
999,0.72,0.45,0.81,0.93,0.00,0.75,0.49,0.45,0.97,0.67,0.94,0.63,0.95,0.68,0.96,0.57,0.78,0.12,0.40,0.74,0.66,0.05,0.87,0.26
1000,0.72,0.47,0.81,0.93,0.00,0.74,0.49,0.44,0.97,0.67,0.93,0.63,0.94,0.67,0.95,0.58,0.77,0.12,0.41,0.74,0.66,0.06,0.87,0.23
1001,0.73,0.52,0.81,0.93,0.00,0.26,0.48,0.43,0.97,0.68,0.92,0.61,0.93,0.68,0.95,0.57,0.77,0.12,0.39,0.74,0.65,0.05,0.87,0.23
1002,0.75,0.49,0.81,0.95,0.00,0.74,0.48,0.45,0.98,0.67,0.92,0.62,0.93,0.67,0.94,0.58,0.76,0.13,0.42,0.74,0.66,0.06,0.87,0.29
1003,0.74,0.47,0.81,0.94,0.00,0.74,0.49,0.46,0.98,0.68,0.92,0.63,0.94,0.67,0.96,0.59,0.76,0.12,0.39,0.74,0.67,0.06,0.87,0.25
1004,0.73,0.48,0.81,0.94,0.00,0.69,0.52,0.45,0.99,0.67,0.92,0.62,0.94,0.68,0.95,0.59,0.76,0.11,0.34,0.74,0.66,0.05,0.87,0.25
1005,0.74,0.48,0.81,0.94,0.00,0.77,0.49,0.45,0.99,0.67,0.91,0.63,0.93,0.68,0.95,0.58,0.76,0.11,0.41,0.74,0.67,0.06,0.87,0.24
1006,0.75,0.37,0.81,0.94,0.00,0.78,0.47,0.45,0.99,0.67,0.91,0.63,0.92,0.68,0.95,0.59,0.75,0.11,0.52,0.74,0.68,0.05,0.87,0.26
1007,0.74,0.42,0.81,0.93,0.00,0.78,0.48,0.43,0.99,0.67,0.91,0.63,0.93,0.68,0.95,0.58,0.75,0.10,0.52,0.74,0.69,0.06,0.87,0.29
1008,0.75,0.44,0.81,0.93,0.00,0.78,0.48,0.45,0.99,0.67,0.91,0.63,0.93,0.68,0.95,0.58,0.75,0.11,0.50,0.74,0.68,0.05,0.87,0.30
1009,0.76,0.44,0.81,0.94,0.00,0.70,0.45,0.46,0.99,0.67,0.91,0.62,0.92,0.67,0.95,0.56,0.76,0.11,0.50,0.74,0.68,0.05,0.87,0.28
1010,0.76,0.48,0.81,0.94,0.02,0.69,0.45,0.46,0.99,0.67,0.91,0.66,0.91,0.68,0.96,0.54,0.77,0.11,0.49,0.74,0.69,0.05,0.87,0.26
1011,0.73,0.48,0.81,0.94,0.00,0.69,0.49,0.45,0.99,0.68,0.92,0.62,0.94,0.68,0.97,0.53,0.79,0.10,0.48,0.74,0.67,0.06,0.87,0.31
1012,0.74,0.50,0.81,0.94,0.00,0.69,0.49,0.45,1.00,0.67,0.92,0.62,0.93,0.68,0.96,0.55,0.78,0.11,0.48,0.75,0.67,0.05,0.87,0.26
1013,0.75,0.47,0.81,0.93,0.00,0.82,0.49,0.45,1.00,0.67,0.92,0.63,0.94,0.68,0.96,0.54,0.78,0.11,0.50,0.75,0.67,0.04,0.87,0.26
1014,0.74,0.47,0.81,0.94,0.01,0.05,0.50,0.45,0.99,0.67,0.92,0.58,0.94,0.67,0.96,0.55,0.78,0.11,0.50,0.74,0.66,0.04,0.87,0.25
1015,0.74,0.44,0.81,0.94,0.03,0.01,0.35,0.46,0.99,0.68,0.93,0.62,0.93,0.68,0.97,0.55,0.78,0.11,0.50,0.75,0.67,0.06,0.87,0.31
1016,0.74,0.41,0.81,0.95,0.00,0.93,0.47,0.46,1.00,0.68,0.95,0.64,0.93,0.68,0.98,0.56,0.79,0.11,0.50,0.75,0.68,0.05,0.87,0.27
1017,0.75,0.42,0.81,0.94,0.00,0.79,0.47,0.45,0.99,0.68,0.96,0.63,0.94,0.68,0.99,0.54,0.80,0.10,0.49,0.74,0.67,0.05,0.87,0.24
1018,0.75,0.41,0.81,0.94,0.00,0.74,0.46,0.46,0.99,0.67,0.96,0.62,0.95,0.68,1.00,0.54,0.80,0.10,0.49,0.74,0.67,0.05,0.86,0.31
